rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
76,100,A,high,Headquarters For Hair,beauty salon,Kelseyville,(707) 279-0853,,No real website; high-fit niche; has phone,"Hi, I came across Headquarters For Hair in Kelseyville and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,54b57cf3-84ba-4ee1-915c-8d475c9fd39e
77,100,A,high,J T's Hair Sudio,beauty salon,Clearlake Oaks,(707) 560-5014,tgd94564@yahoo.com,No real website; high-fit niche; has phone + email,"Hi, I came across J T's Hair Sudio in Clearlake Oaks and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",,39190b5c-2006-48e8-9c83-87039618ffe8
78,100,A,high,Jk Nail & Spa,beauty salon,Lakeport,(707) 900-5166,,No real website; high-fit niche; has phone,"Hi, I came across Jk Nail & Spa in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,7cd9dd07-765f-47c2-9880-10ce61ac3e1b
79,100,A,high,Kabana Salon,beauty salon,Lakeport,(707) 263-1885,,No real website; high-fit niche; has phone,"Hi, I came across Kabana Salon in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,ce4b708b-6244-497f-b6e6-488fec980594
80,100,A,high,Karisma,beauty salon,Middletown,(707) 928-4247,,No real website; high-fit niche; has phone,"Hi, I came across Karisma in Middletown and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,e365dd1a-ea56-4851-99cb-d2b25462134a
81,100,A,high,Lucy's Cottage Studio,beauty salon,Lucerne,(415) 747-5584,llbyard@me.com,No real website; high-fit niche; has phone + email,"Hi, I came across Lucy's Cottage Studio in Lucerne and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lucerne businesses and can send a free mockup.",,7117a4b1-21f9-4177-ab0c-66843ce60e3f
82,100,A,high,LÕU . KOKO Beauty Lounge,beauty salon,Kelseyville,(707) 701-5656,lou.kokobeautylounge@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across LÕU . KOKO Beauty Lounge in Kelseyville and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,4653a4e2-f571-4a4e-be83-7380e384f2ed
83,100,A,high,Meraki Nail Salon,beauty salon,Kelseyville,(707) 533-7570,theglitterboxsalon@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Meraki Nail Salon in Kelseyville and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,b0329f9d-d071-4de3-ab48-9c3eca993889
84,100,A,high,Moonstone Hair Studio,beauty salon,Lakeport,(707) 533-0460,,No real website; high-fit niche; has phone,"Hi, I came across Moonstone Hair Studio in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,590892d0-6cc4-4635-b7c4-36b710292901
85,100,A,high,Northern Roots Salon,beauty salon,Lower Lake,(707) 995-1531,,No real website; high-fit niche; has phone,"Hi, I came across Northern Roots Salon in Lower Lake and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lower Lake businesses and can send a free mockup.",,cf0d270a-0906-4d86-af21-b84455f3afeb
86,100,A,high,Sally's Shear Expressions,beauty salon,Lakeport,(707) 263-0345,,No real website; high-fit niche; has phone,"Hi, I came across Sally's Shear Expressions in Lakeport and noticed you don't have a website yet — for a beauty salon, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,8c1fbb2a-b8fc-4771-99db-e71856f64dff
87,100,A,high,Pretty Plug Boutique,boutique,Lucerne,(707) 582-1689,support@prettyplugboutique.com,No real website; high-fit niche; has phone + email,"Hi, I came across Pretty Plug Boutique in Lucerne and noticed you don't have a website yet — for a boutique, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lucerne businesses and can send a free mockup.",,ef2e86a2-9464-42ac-ac63-b3811493f153
88,100,A,high,Mike's Breakfast and lunch,breakfast and brunch restaurant,Lakeport,(707) 533-8005,,No real website; high-fit niche; has phone,"Hi, I came across Mike's Breakfast and lunch in Lakeport and noticed you don't have a website yet — for a breakfast and brunch restaurant, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,070a59dd-5320-458b-8ae7-080c0f8d341d
89,100,A,high,Jitter Bean,cafe,Lakeport,(707) 900-5008,,No real website; high-fit niche; has phone,"Hi, I came across Jitter Bean in Lakeport and noticed you don't have a website yet — for a cafe, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,660ffd88-7644-495c-9075-7b6c8f8aee9a
90,100,A,high,Mo's Fusion Café LLC,cafe,Middletown,(707) 510-6764,,No real website; high-fit niche; has phone,"Hi, I came across Mo's Fusion Café LLC in Middletown and noticed you don't have a website yet — for a cafe, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,43ea1069-15a2-4e9f-89fa-64d5fdaf17cf
91,100,A,high,Woody's Cafe Bar & Grill,cafe,Kelseyville,(707) 279-9020,,No real website; high-fit niche; has phone,"Hi, I came across Woody's Cafe Bar & Grill in Kelseyville and noticed you don't have a website yet — for a cafe, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,2caaa4e3-26ac-4c70-a7c5-771b51e70f98
92,100,A,high,Jim Salmina Flooring,carpet store,Hidden Valley Lake,(707) 350-0277,,No real website; high-fit niche; has phone,"Hi, I came across Jim Salmina Flooring in Hidden Valley Lake and noticed you don't have a website yet — for a carpet store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Hidden Valley Lake businesses and can send a free mockup.",,f69d78fe-1de7-45cb-9b05-a03154088295
93,100,A,high,Big Eats Grill,caterer,Lakeport,(707) 232-6706,bigeatsgrill@yahoo.com,No real website; high-fit niche; has phone + email,"Hi, I came across Big Eats Grill in Lakeport and noticed you don't have a website yet — for a caterer, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,e6dc7105-1840-434d-86df-f8f606016b59
94,100,A,high,Lopez Tienda,clothing store,Clearlake,(707) 510-5339,,No real website; high-fit niche; has phone,"Hi, I came across Lopez Tienda in Clearlake and noticed you don't have a website yet — for a clothing store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,5d58655e-3eef-46f3-8261-abc536ab613e
95,100,A,high,Nostalgia,clothing store,Clearlake Oaks,(707) 998-9982,,No real website; high-fit niche; has phone,"Hi, I came across Nostalgia in Clearlake Oaks and noticed you don't have a website yet — for a clothing store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",,2b901037-c853-4686-8c5e-26ffd61679d7
96,100,A,high,RACK CITY,clothing store,Middletown,(707) 245-2788,rackcity@juno.com,No real website; high-fit niche; has phone + email,"Hi, I came across RACK CITY in Middletown and noticed you don't have a website yet — for a clothing store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,5273d832-ba79-4097-8c92-cedf4bf1eebd
97,100,A,high,Rack City,clothing store,Middletown,(707) 245-2788,,No real website; high-fit niche; has phone,"Hi, I came across Rack City in Middletown and noticed you don't have a website yet — for a clothing store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,a2c08ceb-2800-4e6c-b331-145c64aa87e7
98,100,A,high,Tapia's White T's,clothing store,Clearlake,(707) 461-5255,selfmadeclothing07@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Tapia's White T's in Clearlake and noticed you don't have a website yet — for a clothing store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake businesses and can send a free mockup.",,1880678d-1c0b-4e94-b3f4-080f3030b22e
99,100,A,high,Drip Drop Coffee Shop and Cafe,coffee shop,Hidden Valley Lake,(707) 987-8086,dripdropcoffeeshopcafe@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across Drip Drop Coffee Shop and Cafe in Hidden Valley Lake and noticed you don't have a website yet — for a coffee shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Hidden Valley Lake businesses and can send a free mockup.",,64c8757d-9761-4b30-b559-f2475f861ecd
100,100,A,high,"EspressOself, LLC",coffee shop,Middletown,(707) 292-4321,espressoself.m.t@gmail.com,No real website; high-fit niche; has phone + email,"Hi, I came across EspressOself, LLC in Middletown and noticed you don't have a website yet — for a coffee shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Middletown businesses and can send a free mockup.",,a58aac70-3191-44da-bfb1-1fe88b03197c
101,100,A,high,Grapevine Cafe,coffee shop,Kelseyville,(707) 277-0407,,No real website; high-fit niche; has phone,"Hi, I came across Grapevine Cafe in Kelseyville and noticed you don't have a website yet — for a coffee shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,cb275479-6c4a-46b8-9a54-21858e4fbbfa
102,100,A,high,Marcel's Drive-Thru,coffee shop,Clearlake Oaks,(707) 837-3190,marcelsdrivethru@outlook.com,No real website; high-fit niche; has phone + email,"Hi, I came across Marcel's Drive-Thru in Clearlake Oaks and noticed you don't have a website yet — for a coffee shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Clearlake Oaks businesses and can send a free mockup.",,0de1c346-4ef6-4972-9261-d1522eee0d17
103,100,B,high,Mountain High Coffee & Books,coffee shop,Cobb,(707) 928-0461,mountain.high.coffee@gmail.com,DIY site (Square) — upsell; high-fit niche; has phone + email,"Hi, I found Mountain High Coffee & Books in Cobb and saw the site is on Square. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://squareup.com/market/mountain-hi-coffee-and-books?utm_source=mountain-hi-coffee-and-books&utm_medium=embed&utm_campaign=button_v1#menu,2186b49a-e3a4-4e58-966a-81aa69f5dac5
104,100,B,high,Rockin' A Adventure Cafe,coffee shop,Cloverdale,(707) 857-1205,rockinaadventurecafe@gmail.com,DIY site (Google Business) — upsell; high-fit niche; has phone + email,"Hi, I found Rockin' A Adventure Cafe in Cloverdale and saw the site is on Google Business. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://rockin-a-adventure-cafe.business.site/,c4b5f1cf-5c46-488b-845f-c177f6c628ef
